id,section,bundle_version,serial,branch,number,rarity,round,level,type,feature,battle_power_1,battle_power_2,battle_power_3,battle_power_4,battle_power_ex,publication_year,name,ruby,character_name,effect,flavor_text,participating_works,participating_works_url,errata_enable,errata_url,type_name,illustrator_name,image_url,thumbnail_image_url
492,BP,03,089,,BP03-089,C,,5,HAZARD,Kaiju,8000,13000,,,5000,2017,The Belial Fusion Monster Thunder Killer,-,THUNDER KILLER,"[SIN] While this character's battle opponent has TYPE 【ARMED】 , this character's BP becomes EXTRA.",The stolen skills of Ace Killer mixed well with Eleking's flexibility and electrical powers for Kei Fukuide's purposes.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/9b8061af2f56ebe7e2b49d11b5e0c478f355dc7f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c20ce3b13f2c69428c69ddb29dcc954bb0916b41.webp
493,BP,03,090,,BP03-090,C,,5,HAZARD,Kaiju,8000,13000,,,5000,2017,The Belial Fusion Monster Pedanium Zetton,-,PEDANIUM ZETTON,"[SIN] While this character's battle opponent has TYPE 【POWER】 , this character's BP becomes EXTRA.",King Joe and Zetton were used to make the strongest servant of Belial that Kei Fukuide could imagine.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/626e482f76e5d3b888511813f19aeebfe450fc76.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c9e0fcd2ec8e1249a90a8113f4593fe07c250b12.webp
494,BP,03,091,,BP03-091,R,,5,BASIC,Kaiju,1000,7000,,,,2025,Guil Arc,-,GUIL ARC,"[SIN] 《When this character enters play》 You may draw two cards. When you draw with this effect, return one card from your hand to the bottom of your deck.","Guil Arc was nearly identical to Ultraman Arc, but was consumed by violent madness.",,,False,,,Nick Roche,https://img.ultraman-cardgame.com/images/card_details/e195b5103d18e4cd58c439d730361bd11db6d14e.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/62888eff96efae823a0e174bbd7888620da327c1.webp
534,BP,03,091,AP20,AP(20/20)BP03-091,AP,,5,BASIC,Kaiju,1000,7000,,,,2025,Guil Arc,-,GUIL ARC,"[SIN] 《When this character enters play》 You may draw two cards. When you draw with this effect, return one card from your hand to the bottom of your deck.",Trauma was allowed to fester in his heart until even his ideals of heroism were corrupted.,Ultraman Arc the Movie: The Clash of Light and Evil,,False,,,tatsuya,https://img.ultraman-cardgame.com/images/card_details/1772925ff44305799b80d4e2f2de9e622c9003fc.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/cc6bec56741e5a8c70fb3a43304d39bfe949c494.webp
495,BP,03,092,,BP03-092,C,,5,POWER,Kaiju,5000,,,,,2025,Guil Arc,-,GUIL ARC,,"His rampage was a misguided attempt to silence the ghosts of his past, guided by another...",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/84caaa0619b70aab534de0ad9e229434e3356bb1.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/9874080af9db696a9f81e65cd801ebf6b35cc003.webp
496,BP,03,093,,BP03-093,C,,5,SPEED,Kaiju,5000,,,,,2025,Guil Arc,-,GUIL ARC,,"The hero he admired, inverted into darkness by his own wounded psyche!",,,False,,,,https://img.ultraman-cardgame.com/images/card_details/32197b6203bb204591ee18f7daaf959614ac6169.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/74e670c3d9b761a09e23040d248b479bc291bedb.webp
497,BP,03,094,,BP03-094,RR,,6,BASIC,Kaiju,7000,9000,14000,,,2025,Guil Arc,-,GUIL ARC,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.","In a boundless universe, light can be found even in the deepest darkness.",,,False,,Galaxy Armor,Ryuda,https://img.ultraman-cardgame.com/images/card_details/77a4e1e39efe9c5bcd4903241a8fee5930f1acb6.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/23406d57d0c9d78c0a242f850b70a131daa753fa.webp
498,BP,03,095,,BP03-095,U,,6,POWER,Kaiju,7000,11000,14000,,,2025,Guil Arc,-,GUIL ARC,[SIN][DBL] 《Whenever a scene enters play》 You may give this character +1000 BP for this turn.,Solitude does not last forever — and one Arc will find another in time.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/fe1a00239a87ef968fc926589485bf13121cd85b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/6cd82debb1c30a6b6d94d5fe5bdaa0fe71af9c5e.webp
499,BP,03,096,,BP03-096,C,,6,SPEED,Kaiju,7000,11000,,,,2025,Guil Arc,-,GUIL ARC,,Guil Arc was built from Shu Ishido's pain — and it was Shu Ishido that turned that pain into power to help others.,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/92dcc9a5918cef49e760f8fa5a7c33edfa11f90b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7795b2d926995bfa5e3d228eb8159fd99063d4af.webp
500,BP,03,097,,BP03-097,R,,7,ARMED,Kaiju,7000,12000,16000,,,2025,Guil Arc,-,GUIL ARC,"[DBL][TRP] 《When this character enters play》 You may send one of your scenes to its owner's discard area, or discard one scene card from your hand, to give this character's battle opponent a BP grade decrease by 1 for this turn.","Imagination can take you all the way to the stars, if you can break the chains of self-doubt.",,,False,,Galaxy Armor,Kevin Kobasic,https://img.ultraman-cardgame.com/images/card_details/9e391351d333d048caaecb553b0d7150bcc5518c.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/4145ad10ba9537da0813aebe85bf05c6b4f31747.webp
501,BP,03,098,,BP03-098,U,,7,POWER,Kaiju,8000,12000,16000,,,2025,Guil Arc,-,GUIL ARC,[DBL][TRP] 《Whenever a scene enters play》 You may give one of your 『GUIL ARC』 or 『ARC』 +1000 BP for this turn.,Shu had watched every one of Arc's fights — of course he knew how to use those powers himself when given the chance.,,,False,,Arc Galaxer,,https://img.ultraman-cardgame.com/images/card_details/53c7c2a8294ba5743b4a02aa7f54c92ffa5b94be.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c1dc3a16920ce108947d026c164aea82ef69a6d7.webp
502,BP,03,099,,BP03-099,C,,7,SPEED,Kaiju,9000,13000,17000,,,2025,Guil Arc,-,GUIL ARC,,To make use of the Galaxy Armor — it was proof that Shu had conquered his inner darkness.,,,False,,Galaxy Armor,,https://img.ultraman-cardgame.com/images/card_details/4f397ce2e68078988dd41622b2cc330091f58db7.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0df206fdd65f8602e23bc93bb5100c74fa19f7d1.webp
503,BP,03,100,,BP03-100,U,3,,,Scene,,,,,,,The Battle for Dreams,-,-,"[Activate] (Once per turn) Put the bottom card of one of your DOUBLE or TRIPLE 『GINGA』 into its owner's hand → Give up to two of your SINGLE or DOUBLE Ultra Heroes +2000 BP for this turn. Then, send this scene to its owner's discard area.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/394d52033105e20c8d6395768949d611eceea4eb.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0c42b5af100d49e82d41b860c88675a121fb6391.webp
504,BP,03,101,,BP03-101,U,3,,,Scene,,,,,,,Labyrinth,-,-,"[Activate] (Once per turn) If you have 『NEXUS』 , send the top card of your deck to your discard area → If the sent card is a scene card, give up to two of your Ultra Heroes +2000 BP for this turn. Otherwise, give one opponent's character -2000 BP for this turn. (*BP will not be less than 0.)",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/33d9aa5660f7a0901b75e49f0abeec4323a9941b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c98723171940d2da8ba77ef3297d36bd0101ba08.webp
505,BP,03,102,,BP03-102,U,1,,,Scene,,,,,,,The Sunset Wanderer,-,-,"[Activate] (Once per turn) No cost → If you have 『ORB』 , return one card from your hand to the bottom of your deck. If you do, draw a card at the end of this turn.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/3d65d3147be772f7d510e656d8346ed4b840a279.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/869a726619bedfa6d3af72d8b12c92bd65b7b462.webp
506,BP,03,103,,BP03-103,C,2,,,Scene,,,,,,,Going Beyond Fate,-,-,"《Whenever you discard one or more cards from your hand》 (Once per turn) If you have 「Zero Beyond」 , you may draw a card.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/042951f750d1c246f2a0a614f61d138338049c84.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/0c8f0782cdfd35188796a579092467d36f67f788.webp
507,BP,03,104,,BP03-104,C,1,,,Scene,,,,,,,My Name,-,-,"[Activate] (Once per turn) No cost → If you have 『GEED』 , give one character TYPE 【POWER】 for this turn. (*Yours or your opponent's.)",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/0cc44c0a1857e25aac651fdfc268e9793e264b3f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/74d00f732d266a9001f55207cdfc2d24c5351566.webp
508,BP,03,105,,BP03-105,C,2,,,Scene,,,,,,,Live Coverage! The Monster Transport Operation,-,-,"《When this scene enters play》 If you have 『Z』 , you may send the top three cards of your deck to your discard area, to draw a card. When you draw with this effect, discard one card from your hand.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/cc7d5f1c809adeb7e9ee62caf8109774ea54d6d0.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b0a754135f8480b779a33a7124b885a429999f7a.webp
509,BP,03,106,,BP03-106,C,4,,,Scene,,,,,,,Man and Monster,-,-,[Activate] (Once per turn) Discard one card from your hand → Give one of your SINGLE 『DECKER』 a BP grade increase by 1 for this turn.,,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/aa4fe034537e561852b4fcfe4b11e9b3ef3feb8a.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/b6de2038a05c856f2041482939e304fd1cb208d6.webp
510,BP,03,107,,BP03-107,U,1,,,Scene,,,,,,,The Geed Identity,-,-,"[Activate] (Once per turn) No cost → If you have 『BELIAL』 , change one TYPE of one Ultra Hero that is the battle opponent of one of your Kaiju to 【BASIC】 , 【POWER】 , 【SPEED】 , or 【ARMED】 for this turn.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/c0f3def29fe482a03dc2e295ffed348dae8eef2b.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/ffeaaa60387817865e01e8a334635da711477350.webp
511,BP,03,108,,BP03-108,C,4,,,Scene,,,,,,,The First Day of the End of the World,-,-,"[Activate] (Once per turn) No cost → If you have 『BELIAL』 , give all your level 5 and 6 Kaiju +1000 BP for this turn. Then, send this scene to its owner's discard area.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/2ddcd4e0871600a4f823b034456f2fed95cfc982.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/94d1ad8bd22b2bff1af9399b821278e4a5c2e36d.webp
512,BP,03,109,,BP03-109,U,3,,,Scene,,,,,,,Juggler Dies!,-,-,"[Activate] (Once per turn) If you have 『JUGGLUS JUGGLER』 , choose one card at random from an opponent's hand, to reveal it → If the revealed card is a character card, give two of your characters +1000 BP for this turn. (*The revealed card returns to its previous state.)",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/0515c0d3a4b198a28e2e7c849f62afa58076644f.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/c87d9ee856f45c842b807c9697342899aa82c7b2.webp
513,BP,03,110,,BP03-110,C,1,,,Scene,,,,,,,Ultraman Arc the Movie: The Clash of Light and Evil,-,-,"《When this scene enters play》 If you have 『GUIL ARC』 or 『ARC』 , you may reveal the top three cards of your deck, to put one 『GUIL ARC』 from among them into your hand, and send the rest to your discard area. If you put a card into your hand with this effect, discard one card from your hand.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/6b9bdab5b2f6ba04479ca1718187cd38df0155e1.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/7377725de819622807d06d36dd7287c6aceb7f9b.webp
514,BP,01,105,(BP03-Re),(BP03-Re)BP01-105,R,2,,,Scene,,,,,,,The Man who Created SKaRD,-,-,"[Activate] (Once per turn) If you have 『BLAZAR』 , reveal the top five cards of your deck → Put one Ultra Hero card from among them into play on top of one of your Ultra Hero that is able to level up with it, and send the rest to your discard area. At the end of turn, send cards put into play with this effect to your discard area.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/7081eee802f05c368c7bc2fadcd79f9c78fd56d1.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/383116ad81e22e87434af25de5cb736953ecf764.png
542,BP,01,105,ExP,ExPBP01-105,ExP,2,,,Scene,,,,,,,The Man who Created SKaRD,-,-,"[Activate] (Once per turn) If you have 『BLAZAR』 , reveal the top five cards of your deck → Put one Ultra Hero card from among them into play on top of one of your Ultra Hero that is able to level up with it, and send the rest to your discard area. At the end of turn, send cards put into play with this effect to your discard area.",,,,False,,,,https://img.ultraman-cardgame.com/images/card_details/a80d8efa433dc04383cc48d96ec44efbf8b270a7.webp,https://img.ultraman-cardgame.com/images/card_details/thumbnails/fcc2e314a37f23d5175662580245fb7285c788cd.webp
323,BP,02,001,AP01,AP(01/20)BP02-001,AP,,1,BASIC,Ultra Hero,3000,10000,,,,1998,Ultraman Gaia,,GAIA,"[SIN] While this character's battle opponent is a Kaiju, this character's BP grade increases by 1.","Though Gaia's power is wielded by humanity, it exists to protect all life on Earth.",,,False,,V2,JUN YAMAGUCHI,https://img.ultraman-cardgame.com/images/card_details/7ffd92ec6b0ec34f0abae9dc6e0dcef0006b87c9.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/6b762ba0f3fec03c898c944fd45824a2e975979a.png
185,BP,02,001,,BP02-001,R,,1,BASIC,Ultra Hero,3000,10000,,,,1998,Ultraman Gaia,,GAIA,"[SIN] While this character's battle opponent is a Kaiju, this character's BP grade increases by 1.","The Light of the Earth will never waver, regardless of the threat.",,,False,,V2,Jeff Zornow,https://img.ultraman-cardgame.com/images/card_details/04493fbb09a6944310a9cd924ce34298efb9fd91.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f2484a98d560cf732edf9c3fb2e6bc8c33a7bbfe.png
324,BP,02,002,AP02,AP(02/20)BP02-002,AP,,2,BASIC,Ultra Hero,7000,9000,14000,,,1998,Ultraman Gaia,,GAIA,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.",Our Earth is more than just the land we live on — we owe our lives to the majestic sea as well.,,,False,,Liquidator,toriyufu,https://img.ultraman-cardgame.com/images/card_details/4951b0796e9419aa4224c90bcc63f6af78bda084.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/d1d28d1865406e8ab56fa313133af555479c8752.png
186,BP,02,002,,BP02-002,RR,,2,BASIC,Ultra Hero,7000,9000,14000,,,1998,Ultraman Gaia,,GAIA,"[SIN][DBL] 《When this character enters play》 You may reveal the top five cards of your deck, to put one scene card from among them into your hand, and send the rest to your discard area.","Though at times they may fight, Gaia and Agul both seek to protect the Earth.",,,False,,Liquidator,Rags Morales,https://img.ultraman-cardgame.com/images/card_details/d99eb60ec371d65ab0d1f10362320514507f748f.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/f6ee63b9b9dc35eb5cef8e79b1df1d466d918aee.png
187,BP,02,003,,BP02-003,U,,2,POWER,Ultra Hero,7000,11000,14000,,,1998,Ultraman Gaia,,GAIA,"[SIN][DBL] While this character's battle opponent has TYPE 【SPEED】 , this character's BP grade increases by 1.","Each step the giant takes shakes the Earth. However, his power is kept in check by his kind heart.",,,False,,V2,,https://img.ultraman-cardgame.com/images/card_details/3b6b8267285f3b8b192881c2b9b8a907220a4bbd.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/5471423d17e647609cfb167ee0eb34a2de6c3b21.png
188,BP,02,004,,BP02-004,C,,2,BASIC,Ultra Hero,7000,11000,,,,1998,Ultraman Gaia,,GAIA,-,"Accepting Agul's light, Gaia battles with the power of both the land and the sea together!",,,False,,V2,,https://img.ultraman-cardgame.com/images/card_details/cfc060c7658966e82f89aaba7c5e2ca0e8dd4349.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/3b654d2654659cfbdf27030a9258d38c89450b27.png
325,BP,02,005,UR01,UR(01/02)BP02-005,UR,,3,BASIC,Ultra Hero,7000,11000,18000,,,1998,Ultraman Gaia,,GAIA,"[TRP] 《When this character enters play》 If this character's battle opponent is DOUBLE or TRIPLE, you may return the top card of that character to their hand.",What does Supreme mean? The pinnacle of all things.,,,False,,Supreme Version,Hiroshi Maruyama,https://img.ultraman-cardgame.com/images/card_details/d03c0ffbdb2ef2ddecdb253eef41a6f726a87aac.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/8a6a682601b2e5b059b1ecd1d7282d4492505fec.png
326,BP,02,005,SSSP01,SSSP(01/02)BP02-005,SSSP,,3,BASIC,Ultra Hero,7000,11000,18000,,,1998,Ultraman Gaia,,GAIA,"[TRP] 《When this character enters play》 If this character's battle opponent is DOUBLE or TRIPLE, you may return the top card of that character to their hand.",The bountiful Earth. The boundless seas. The dreams of humanity. Ultraman Gaia connects them all.,,,False,,Supreme Version,Hiroshi Maruyama,https://img.ultraman-cardgame.com/images/card_details/4e81dc27cd949589a2f99d3c38923e0be4657d65.png,https://img.ultraman-cardgame.com/images/card_details/thumbnails/515180d83ed3aaa17847676b3fce91be32cc5b63.png
